NUMBER OF CYCLIST KILLED,ON STREET NAME,CRASHES,NUMBER OF PERSONS KILLED,NUMBER OF MOTORIST INJURED,ZIP CODE,LONGITUDE,NUMBER OF CYCLIST INJURED,NUMBER OF MOTORIST KILLED,CROSS STREET NAME,NUMBER OF PEDESTRIANS KILLED,NUMBER OF PEDESTRIANS INJURED,LATITUDE,NUMBER OF PERSONS INJURED,BOROUGH,OFF STREET NAME,YELP_BAR,YELP_DRINK,YELP_FOOD,YELP_MUSIC,YELP_SHOW,FOUR_SQUARE_DRINK,FOUR_SQUARE_FOOD
0,133 AVENUE,4,0,5,11420,-73.8193559,0,0,120 STREET,0,0,40.6721872,5,QUEENS,,0,0,0,0,0,0,0
0,AVENUE V,4,0,0,11229,-73.93771020000001,0,0,FORD STREET,0,0,40.59871070000001,0,BROOKLYN,,0,1,1,0,1,0,1728
0,DOUGLASTON PARKWAY,4,0,0,11362,-73.7344888,0,0,,0,0,40.74504279999999,0,QUEENS,,0,0,0,0,0,0,0
0,BRADHURST AVENUE,4,0,0,10039,-73.93896170000002,0,0,BRADHURST AVENUE,0,0,40.8289858,0,MANHATTAN,,0,0,1,0,0,0,0
0,SEAVIEW AVENUE,4,0,1,11236,-73.89576770000002,0,0,EAST 89 STREET,0,0,40.6298831,1,BROOKLYN,,0,0,0,0,0,0,0
0,202 STREET,4,0,6,11412,-73.7487164,0,0,119 AVENUE,0,0,40.692385200000004,6,QUEENS,,0,0,0,0,0,0,0
0,CHERRY STREET,4,0,1,11222,-73.9346196,0,0,VARICK AVENUE,0,1,40.72474920000001,2,BROOKLYN,,0,0,0,0,0,0,0
0,ALDERTON STREET,4,0,0,11374,-73.8670628,0,0,ALDERTON STREET,0,0,40.726971999999996,0,QUEENS,,0,0,0,0,0,0,0
0,80 STREET,4,0,0,11370,-73.888589,0,0,25 AVENUE,0,1,40.76285770000001,1,QUEENS,,0,0,0,0,0,0,0
0,BEACH 119 STREET,4,0,0,11694,-73.8407105,1,0,BEACH 119 STREET,0,0,40.5806195,1,QUEENS,,0,0,0,0,0,0,0
0,KENSICO STREET,4,0,4,10306,-74.13803229999998,0,0,KENSICO STREET,0,0,40.5705653,4,STATEN ISLAND,,0,0,0,0,0,0,0
0,PEARL STREET,4,0,0,11201,-73.98751,0,0,PEARL STREET,0,0,40.7044586,0,BROOKLYN,,0,0,0,1,2,0,3
0,222 STREET,4,0,3,11428,-73.73462740000002,0,0,222 STREET,0,3,40.725941399999996,6,QUEENS,,0,0,0,0,0,0,0
0,PORT RICHMOND AVENUE,4,0,1,10302,-74.13319990000002,0,0,PORT RICHMOND AVENUE,0,0,40.63821110000001,1,STATEN ISLAND,,0,0,2,0,1,0,27
0,223 STREET,4,0,1,11364,-73.75609809999997,0,0,57 AVENUE,0,0,40.752484100000004,1,QUEENS,,0,0,0,1,0,0,0
0,RICHMOND ROAD,4,0,0,10306,-74.1212565,0,0,RICHMOND ROAD,0,0,40.5752559,0,STATEN ISLAND,,0,0,2,0,0,0,0
0,21 STREET,4,0,0,11101,-73.94760790000002,0,0,45 AVENUE,0,0,40.747358899999995,0,QUEENS,,1,2,6,0,3,0,467
0,CROPSEY AVENUE,4,0,0,11214,-74.0007202,0,0,CROPSEY AVENUE,0,0,40.598766,0,BROOKLYN,,0,0,0,0,0,0,0
0,BERGEN STREET,4,0,2,11201,-73.993268,0,0,BERGEN STREET,0,0,40.6878231,2,BROOKLYN,,2,4,7,2,9,0,616
0,VAN HORN STREET,4,0,3,11373,-73.8783502,0,0,VAN HORN STREET,0,1,40.73390670000001,4,QUEENS,,0,0,0,0,0,0,0
0,SOUTH AVENUE,4,0,10,10314,-74.1794927,0,0,,0,0,40.61350529999999,10,RICHMOND,,0,0,0,0,0,0,0
0,133 AVENUE,4,0,2,11413,-73.7397922,0,0,230 STREET,0,0,40.67739260000001,2,QUEENS,,0,0,0,0,0,0,0
0,WILDER AVENUE,4,0,1,10306,-74.13362990000002,0,0,THOMAS STREET,0,0,40.56684310000001,1,STATEN ISLAND,,0,0,0,0,0,0,0
0,ROSSVILLE AVENUE,4,0,0,10309,-74.2104943,0,0,BARROW PLACE,0,0,40.54805220000001,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,SOUTH RAILROAD AVENUE,4,0,1,10306,-74.1072693,0,0,SOUTH RAILROAD AVENUE,0,0,40.5805755,1,STATEN ISLAND,,0,0,0,0,0,0,0
0,GERRITSEN AVENUE,4,1,0,11229,-73.92440479999998,0,0,GERRITSEN AVENUE,1,0,40.5921838,0,BROOKLYN,,0,0,1,0,0,0,0
0,143 STREET,4,0,0,11436,-73.7975363,0,0,119 AVENUE,0,0,40.6777393,0,QUEENS,,0,0,0,0,0,0,0
0,142 STREET,4,0,0,11355,-73.82384259999998,0,0,142 STREET,0,0,40.745098,0,QUEENS,,0,0,0,0,0,0,0
0,KOREAN WAR VETERANS PARKWAY,4,0,4,10309,-74.2275017,0,0,,0,0,40.525746999999996,4,RICHMOND,,0,0,0,0,0,0,0
0,MONTICELLO AVENUE,4,0,1,10466,-73.84007059999998,0,0,MONTICELLO AVENUE,0,0,40.8959221,1,BRONX,,0,0,0,0,0,0,0
0,OCEANA DRIVE WEST,4,0,0,11235,-73.95815920000003,0,0,OCEANA DRIVE WEST,0,0,40.5773572,0,BROOKLYN,,0,0,1,0,1,0,0
0,LAFAYETTE AVENUE,4,0,0,11205,-73.9707643,0,0,LAFAYETTE AVENUE,0,0,40.6876384,0,BROOKLYN,,1,1,1,1,1,0,0
0,RICHMOND TERRACE,4,0,0,10301,-74.0770384,0,0,,0,0,40.6446907,0,RICHMOND,P/L 78 RICHMOND TERRACE,0,1,3,0,0,0,0
0,118 STREET,4,0,0,11356,-73.84946640000003,0,0,118 STREET,0,0,40.7847575,0,QUEENS,,0,0,0,0,0,0,0
0,74 STREET,4,0,0,11378,-73.8882547,0,0,74 STREET,0,0,40.7318966,0,QUEENS,,0,0,0,0,0,0,0
0,LACOMBE AVENUE,4,0,1,10473,-73.8516348,0,0,SCREVIN AVENUE,0,0,40.8163604,1,BRONX,,0,0,0,0,0,0,0
0,HARING STREET,4,0,0,11235,-73.9392397,0,0,HARING STREET,0,0,40.5917891,0,BROOKLYN,,1,0,1,0,2,0,0
0,ROCKAWAY FREEWAY,4,0,1,11693,-73.8159316,1,0,ROCKAWAY FREEWAY,0,0,40.58713710000001,2,QUEENS,,0,0,0,0,0,0,0
0,STILLWELL AVENUE,4,0,1,11223,-73.9832694,2,0,STILLWELL AVENUE,0,1,40.5861881,4,BROOKLYN,,0,0,0,0,0,0,0
0,141 STREET,4,0,0,11354,-73.8278482,0,0,28 AVENUE,0,0,40.7731142,0,QUEENS,,0,0,0,0,0,0,0
0,FORBELL STREET,4,0,2,11208,-73.8622321,0,0,FORBELL STREET,0,0,40.6710004,2,BROOKLYN,,0,0,0,0,0,0,0
0,169 STREET,4,0,5,11433,-73.7834279,0,0,169 STREET,0,0,40.694701,5,QUEENS,,0,0,0,0,0,0,0
0,159 STREET,4,0,0,11365,-73.80927199999998,0,0,159 STREET,0,0,40.7405624,0,QUEENS,,0,0,0,0,0,0,0
0,HUTCHINSON RIVER PARKWAY,4,0,2,10475,-73.8158155,0,0,,0,0,40.884770399999994,2,BRONX,,0,0,0,0,0,0,0
0,BUSSING AVENUE,3,0,1,10466,-73.8389646,0,0,BUSSING AVENUE,0,0,40.895594,1,BRONX,,0,0,0,0,0,0,0
0,COLUMBIA STREET,3,0,2,11231,-74.0067886,0,0,COLUMBIA STREET,0,1,40.676544799999995,3,BROOKLYN,,0,0,0,0,0,0,0
0,155 AVENUE,3,0,1,11414,-73.83433000000002,0,0,155 AVENUE,0,0,40.6652902,1,QUEENS,,0,0,0,0,0,0,0
0,MULINER AVENUE,3,0,0,10462,-73.8621199,1,0,MULINER AVENUE,0,0,40.850805799999996,1,BRONX,,0,0,0,0,0,0,0
0,SEABREEZE AVENUE,3,0,2,11224,-73.973027,0,0,SEABREEZE AVENUE,0,0,40.57604960000001,2,BROOKLYN,,0,0,0,0,0,0,0
0,WYONA STREET,3,0,2,11207,-73.8920021,0,0,BLAKE AVENUE,0,1,40.668254499999996,3,BROOKLYN,,0,0,0,0,0,0,0
0,85 STREET,3,0,0,11379,-73.874542,0,0,85 STREET,0,0,40.7289346,0,QUEENS,,0,0,0,0,0,0,0
0,LURTING AVENUE,3,0,1,10469,-73.8567194,0,0,LURTING AVENUE,0,0,40.8676984,1,BRONX,,0,0,0,0,0,0,0
0,68 DRIVE,3,0,1,11375,-73.84750849999998,0,0,YELLOWSTONE BOULEVARD,0,0,40.7251334,1,QUEENS,,0,0,0,0,0,0,0
0,60 STREET,3,0,0,11385,-73.89981829999998,0,0,60 STREET,0,1,40.703477,1,QUEENS,,1,0,0,0,0,0,0
0,146 STREET,3,0,0,11354,-73.82180229999999,0,0,25 DRIVE,0,0,40.77525960000001,0,QUEENS,,0,0,0,0,0,0,0
0,OAKLAND AVENUE,3,0,0,10310,-74.1111755,0,0,CASTLETON AVENUE,0,0,40.6347404,0,STATEN ISLAND,,0,0,1,0,1,0,0
0,PORTAGE AVENUE,3,0,1,10314,-74.1291595,0,0,PORTAGE AVENUE,0,0,40.6002854,1,STATEN ISLAND,,0,0,0,0,0,0,0
0,DINSMORE AVENUE,3,0,2,11691,-73.7458582,0,0,DINSMORE AVENUE,0,0,40.6049545,2,QUEENS,,0,0,0,0,0,0,0
0,135 AVENUE,3,0,3,11420,-73.8117191,0,0,128 STREET,0,0,40.6688867,3,QUEENS,,0,1,1,0,1,0,0
0,BAY STREET,3,0,2,10305,-74.0701437,0,0,CAMDEN STREET,0,0,40.61946500000001,2,STATEN ISLAND,,0,0,0,0,0,0,0
0,WORTMAN AVENUE,3,0,0,11208,-73.8720068,0,0,MONTAUK AVENUE,0,0,40.66251389999999,0,BROOKLYN,,0,0,0,0,0,0,0
0,SOUTH CONDUIT AVENUE,3,0,3,11420,-73.8135255,0,0,,0,0,40.666523100000006,3,QUEENS,,0,0,0,0,0,0,0
0,FOSTER ROAD,3,0,1,10309,-74.2034036,0,0,CARLTON AVENUE,0,0,40.5331579,1,STATEN ISLAND,,0,0,0,0,0,0,0
0,VERMONT STREET,3,0,4,11207,-73.8965145,0,0,,0,0,40.681953899999996,4,KINGS,,0,0,0,0,0,0,0
0,EAST 16 STREET,3,0,0,11229,-73.9546233,0,0,EAST 16 STREET,0,2,40.594423,2,BROOKLYN,,1,1,1,1,0,0,0
0,14 AVENUE,3,0,0,11219,-73.994578,0,0,57 STREET,0,0,40.6292166,0,BROOKLYN,,0,0,0,0,0,0,0
0,SEABURY STREET,3,0,0,11373,-73.8744191,0,0,SEABURY STREET,0,0,40.732886900000004,0,QUEENS,,0,0,0,0,0,0,0
0,HYLAN BOULEVARD,3,0,2,10312,-74.1656775,0,0,HYLAN BOULEVARD,0,0,40.5275614,2,STATEN ISLAND,,0,0,0,0,0,0,0
0,DIKEMAN STREET,3,0,0,11231,-74.0105521,0,0,DIKEMAN STREET,0,0,40.67475770000001,0,BROOKLYN,,0,0,0,0,1,0,0
0,NETHERLAND AVENUE,3,0,0,10303,-74.1566017,0,0,NETHERLAND AVENUE,0,0,40.6287807,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,MURDOCK AVENUE,3,0,2,11412,-73.76680879999998,0,0,114 DRIVE,0,1,40.697297999999996,3,QUEENS,,0,0,0,0,0,0,0
0,DRUMGOOLE ROAD EAST,3,0,1,10312,-74.1938509,0,0,,0,0,40.5346519,1,RICHMOND,,0,0,0,0,0,0,0
0,SHEPHERD AVENUE,3,0,4,11208,-73.87777129999998,0,0,HEGEMAN AVENUE,0,0,40.66590720000001,4,BROOKLYN,,0,0,0,0,0,0,0
0,OCEAN CREST BOULEVARD,3,0,2,11691,-73.7644463,0,0,OCEAN CREST BOULEVARD,0,1,40.600435,3,QUEENS,,0,0,0,0,0,0,0
0,135 AVENUE,3,0,0,11413,-73.75135949999998,0,0,219 STREET,0,1,40.6778985,1,QUEENS,,0,0,0,0,0,0,0
0,92 STREET,3,0,0,11373,-73.8711988,0,0,52 AVENUE,0,0,40.739388399999996,0,QUEENS,,0,0,0,0,0,0,0
0,BELT PARKWAY,3,0,2,11239,-73.86842370000002,0,0,,0,0,40.650225899999995,2,KINGS,,0,0,0,0,0,0,0
0,PAIDGE AVENUE,3,0,0,11222,-73.9511559,0,0,PAIDGE AVENUE,0,0,40.73701,0,BROOKLYN,,0,0,0,0,0,0,0
0,59 STREET,3,0,0,11377,-73.9068985,0,0,59 STREET,0,0,40.73423250000001,0,QUEENS,,0,0,0,0,0,0,0
0,BRADDOCK AVENUE,3,0,0,11428,-73.738162,0,0,BRADDOCK AVENUE,0,0,40.728957799999996,0,QUEENS,,0,0,0,0,0,0,0
0,HUTCHINSON RIVER PARKWAY,3,0,0,10475,-73.82491309999997,0,0,,0,1,40.8650167,1,BRONX,,0,0,0,0,0,0,0
0,194 STREET,3,0,0,11365,-73.7837935,0,0,194 STREET,0,1,40.7454305,1,QUEENS,,0,0,0,0,0,0,0
0,HUTCHINSON RIVER PARKWAY,3,0,1,10475,-73.8238322,0,0,,0,0,40.866188,1,BRONX,,0,0,0,0,0,0,0
0,WEST FINGERBOARD ROAD,3,0,1,10304,-74.08830640000002,0,0,WEST FINGERBOARD ROAD,0,0,40.6011091,1,STATEN ISLAND,,0,0,0,0,0,0,0
0,HUGUENOT AVENUE,3,0,1,10312,-74.1871864,0,0,JANSEN STREET,0,0,40.5255219,1,STATEN ISLAND,,0,0,0,0,0,0,0
0,LAGUARDIA AVENUE,3,0,1,10314,-74.11787170000002,0,0,LAGUARDIA AVENUE,0,0,40.603229,1,STATEN ISLAND,,0,0,0,0,0,0,0
0,JUSTICE AVENUE,3,0,0,11373,-73.8752485,0,0,JUSTICE AVENUE,0,0,40.736999499999996,0,QUEENS,,0,0,0,1,1,0,22
0,WARING AVENUE,3,0,0,10469,-73.8408852,0,0,MICKLE AVENUE,0,0,40.86085429999999,0,BRONX,,0,0,0,0,0,0,0
0,GARFIELD AVENUE,3,0,1,10305,-74.0672433,0,0,GARFIELD AVENUE,0,0,40.60445,1,STATEN ISLAND,,0,0,0,0,0,0,0
0,SANFORD AVENUE,3,0,0,11355,-73.8353792,0,0,SANFORD AVENUE,0,1,40.754277,1,QUEENS,,0,0,0,0,2,0,0
0,HARING STREET,3,0,0,11235,-73.9396411,0,0,HARING STREET,0,1,40.593922,1,BROOKLYN,,0,0,0,0,0,0,0
0,11 AVENUE,3,0,5,11228,-74.01595,0,0,82 STREET,0,0,40.619005,5,BROOKLYN,,0,0,0,0,0,0,0
0,ROWLAND STREET,3,0,2,10461,-73.8474355,0,0,ROWLAND STREET,0,0,40.8389796,2,BRONX,,0,0,0,0,0,0,10
0,1 STREET,3,0,0,11215,-73.98553259999998,1,0,DENTON PLACE,0,0,40.675569700000004,1,BROOKLYN,,0,1,0,0,1,0,0
0,BEACH 138 STREET,3,0,0,11694,-73.85649709999998,0,0,BEACH 138 STREET,0,1,40.575323600000004,1,QUEENS,,0,0,0,0,0,0,0
0,228 STREET,3,0,1,11413,-73.747354,0,0,141 AVENUE,0,0,40.6683873,1,QUEENS,,0,0,0,0,0,0,0
0,GUY R. BREWER BOULEVARD,3,0,3,11434,-73.7717477,0,0,,0,0,40.6674667,3,QUEENS,,0,0,0,0,0,0,0
0,PRENTISS AVENUE,3,0,1,10465,-73.8097986,0,0,PRENTISS AVENUE,0,0,40.820287,1,BRONX,,0,1,1,0,0,0,0
0,EAST 185 STREET,3,0,1,10458,-73.8935537,0,0,EAST 185 STREET,0,0,40.8570065,1,BRONX,,0,0,0,0,0,0,1
0,LOGAN STREET,3,0,0,11208,-73.8736875,0,0,HEGEMAN AVENUE,0,1,40.6676649,1,BROOKLYN,,0,0,0,0,0,0,0
0,153 AVENUE,3,0,0,11414,-73.85129479999998,0,0,153 AVENUE,0,3,40.666183399999994,3,QUEENS,,3,3,6,1,1,0,0
0,ARDEN AVENUE,3,0,1,10312,-74.1843505,0,0,SINCLAIR AVENUE,0,0,40.54848970000001,1,STATEN ISLAND,,0,0,0,0,0,0,0
0,SHORE BOULEVARD,3,0,1,11235,-73.9460713,0,0,GIRARD STREET,0,0,40.5814144,1,BROOKLYN,,0,0,0,0,0,0,0
0,14 STREET,3,0,0,11106,-73.93289200000002,0,0,14 STREET,0,0,40.7671821,0,QUEENS,,0,1,0,0,0,0,0
0,BRUCKNER EXPRESSWAY,3,0,7,10454,-73.8938345,0,0,,0,0,40.8166811,7,BRONX,,0,0,0,0,0,0,0
0,BEACH 135 STREET,3,0,1,11694,-73.85402590000002,0,0,BEACH 135 STREET,0,0,40.5761549,1,QUEENS,,0,0,0,0,0,0,0
0,HENRY HUDSON PARKWAY,3,0,1,10040,-73.93097809999998,0,0,,0,0,40.86941510000001,1,NEW,,0,0,0,0,0,0,0
0,221 STREET,3,0,0,11413,-73.7590228,0,0,146 AVENUE,0,0,40.661372,0,QUEENS,,0,0,0,0,0,0,0
0,ROCKAWAY FREEWAY,3,0,2,11693,-73.8066213,0,0,ROCKAWAY FREEWAY,0,0,40.5907861,2,QUEENS,,0,0,0,0,0,0,0
0,VICTORY BOULEVARD,3,0,1,10314,-74.164434,0,0,VICTORY BOULEVARD,0,0,40.60696779999999,1,STATEN ISLAND,,0,0,0,0,0,0,0
0,WEST 246 STREET,3,0,1,10471,-73.8998979,0,0,WEST 246 STREET,0,0,40.8930527,1,BRONX,,0,0,0,0,0,0,0
0,166 STREET,3,0,0,11434,-73.7794083,1,0,119 AVENUE,0,0,40.683423299999994,1,QUEENS,,0,0,0,0,0,0,0
0,OCEANA DRIVE EAST,3,0,1,11235,-73.9566837,0,0,OCEANA DRIVE EAST,0,0,40.5767253,1,BROOKLYN,,0,0,0,0,0,0,0
0,BARKER AVENUE,3,0,2,10467,-73.86915909999998,0,0,BRITTON STREET,0,0,40.866607,2,BRONX,,0,0,0,0,0,0,0
0,CHRISTIE AVENUE,3,0,0,11368,-73.8662104,0,0,CHRISTIE AVENUE,0,0,40.740052500000004,0,QUEENS,,0,0,0,0,0,0,0
0,BEACH 141 STREET,3,0,1,11694,-73.8600514,0,0,BEACH 141 STREET,0,0,40.5763792,1,QUEENS,,0,0,0,0,0,0,0
0,17N,3,0,1,11430,-73.8276971,0,0,,0,0,40.6652719,1,QUEENS,,0,0,0,0,0,0,0
0,RIDGEDALE STREET,3,0,0,11413,-73.7531697,1,0,RIDGEDALE AVENUE,0,0,40.6826893,1,QUEENS,,0,0,0,0,0,0,0
0,68 AVENUE,3,0,0,11362,-73.7367431,0,0,242 STREET,0,1,40.75112670000001,1,QUEENS,,0,0,0,0,0,0,0
0,103 AVENUE,3,0,0,11416,-73.8445091,1,0,103 AVENUE,0,0,40.6824153,1,QUEENS,,0,0,0,0,0,0,0
0,BEACH 125 STREET,3,0,0,11694,-73.84564990000001,1,0,BEACH 125 STREET,0,0,40.57896289999999,1,QUEENS,,0,0,0,0,0,0,0
0,ALLERTON AVENUE,3,0,0,10469,-73.8453036,0,0,ALLERTON AVENUE,0,1,40.86524910000001,1,BRONX,,0,0,0,0,0,0,0
0,EAST 156 STREET,3,0,4,10455,-73.90153670000002,0,0,HEWITT PLACE,0,0,40.8171576,4,BRONX,,0,0,0,0,0,0,0
0,DAVIDSON AVENUE,3,0,5,10453,-73.9052647,0,0,DAVIDSON AVENUE,0,0,40.8580459,5,BRONX,,0,0,1,0,0,0,1
0,RICHMOND AVENUE,3,0,1,10314,-74.1697759,0,0,,0,0,40.576204499999996,1,RICHMOND,P/L 2875 RICHMOND AVENUE,0,0,1,1,0,0,0
0,DITMARS BOULEVARD,3,0,1,11369,-73.87852600000002,0,0,DITMARS BOULEVARD,0,0,40.770049799999995,1,QUEENS,,0,0,0,0,0,0,0
0,CLOVE ROAD,3,0,1,10305,-74.08184659999998,0,0,WHITNEY AVENUE,0,0,40.6015365,1,STATEN ISLAND,,0,0,0,0,0,0,0
0,VICTORY BOULEVARD,3,0,1,10314,-74.16835019999998,0,0,SPEEDWELL AVENUE,0,0,40.606116799999995,1,STATEN ISLAND,,0,0,0,0,0,0,0
0,EAST 36 STREET,3,0,3,11234,-73.9295225,0,0,EAST 36 STREET,0,0,40.6081179,3,BROOKLYN,,0,0,0,0,0,0,0
0,BEDFORD AVENUE,3,0,0,11211,-73.96059009999998,1,0,KEAP STREET,0,1,40.7036566,2,BROOKLYN,,0,0,0,0,0,0,0
0,EAST BAY AVENUE,3,0,0,10474,-73.8812829,0,0,EAST BAY AVENUE,0,1,40.8092721,1,BRONX,,0,0,2,0,0,0,0
0,91 AVENUE,3,0,0,11421,-73.8599783,0,0,81 STREET,0,1,40.6867857,1,QUEENS,,0,0,0,0,0,0,0
0,WEST 176 STREET,3,0,0,10453,-73.9161284,1,0,WEST 176 STREET,0,0,40.84900510000001,1,BRONX,,0,0,1,0,0,0,20
0,ALBERT ROAD,3,0,1,11417,-73.83547420000002,0,0,ALBERT ROAD,0,0,40.66758370000001,1,QUEENS,,0,0,0,0,0,0,0
0,HORATIO PARKWAY,3,0,2,11364,-73.7504248,1,0,HORATIO PARKWAY,0,0,40.7571627,3,QUEENS,,0,0,0,0,0,0,0
0,28 STREET,3,0,0,11101,-73.9352406,0,0,39 AVENUE,0,1,40.7539318,1,QUEENS,,1,1,0,1,1,0,0
0,HAZEN STREET,3,0,5,11370,-73.9004419,0,0,,0,0,40.7673976,5,QUEENS,,0,0,0,0,0,0,0
0,43 AVENUE,3,0,1,11373,-73.87348940000003,0,0,GLEANE STREET,0,0,40.74362070000001,1,QUEENS,,0,0,0,0,0,0,0
0,SMITH STREET,3,0,2,11434,-73.77896,1,0,SMITH STREET,0,0,40.681616399999996,3,QUEENS,,0,0,0,0,0,0,0
0,BRINSMADE AVENUE,3,0,2,10465,-73.8305293,0,0,BRINSMADE AVENUE,0,0,40.8290338,2,BRONX,,0,0,0,0,0,0,0
0,156 AVENUE,3,0,3,11414,-73.8391518,0,0,95 STREET,0,0,40.664254,3,QUEENS,,0,0,0,0,0,0,0
0,SHORE BOULEVARD,3,0,1,11235,-73.95098490000002,0,0,COLERIDGE STREET,0,0,40.5819876,1,BROOKLYN,,0,0,0,0,0,0,0
0,VAN WYCK EXPRESSWAY,3,0,1,11355,-73.8388148,0,0,,0,0,40.7585061,1,QUEENS,,0,0,0,0,0,0,0
0,138 AVENUE,3,0,4,11413,-73.74436120000001,0,0,229 STREET,0,0,40.6714357,4,QUEENS,,0,0,0,0,0,0,0
0,50 AVENUE,3,0,0,11104,-73.9263248,0,0,50 AVENUE,0,0,40.738221,0,QUEENS,,0,0,0,0,0,0,0
0,AVENUE H,3,0,4,11234,-73.93224190000002,0,0,EAST 46 STREET,0,0,40.63260579999999,4,BROOKLYN,,0,0,0,0,0,0,0
0,46 AVENUE,3,0,1,11355,-73.8122143,0,0,149 STREET,0,0,40.7542086,1,QUEENS,,0,0,0,0,0,0,0
0,GLENMORE AVENUE,3,0,1,11208,-73.87466620000002,0,0,GLENMORE AVENUE,0,0,40.6763203,1,BROOKLYN,,0,0,0,0,0,0,0
0,OCEANSIDE AVENUE,3,0,1,10305,-74.0783277,0,0,OCEANSIDE AVENUE,0,0,40.57953120000001,1,STATEN ISLAND,,0,0,0,0,0,0,0
0,192 STREET,3,0,0,11358,-73.7900696,0,0,192 STREET,0,1,40.762558399999996,1,QUEENS,,0,0,0,0,0,0,0
0,54 STREET,3,0,1,11377,-73.90831999999997,0,0,38 AVENUE,0,0,40.7501203,1,QUEENS,,0,0,0,0,0,0,0
0,HERKIMER STREET,3,0,2,11233,-73.9051358,1,0,HERKIMER STREET,0,0,40.6772086,3,BROOKLYN,,0,0,0,0,0,0,0
0,32ND AVENUE,3,0,2,11361,-73.7838835,0,0,,0,0,40.77171720000001,2,QUEENS,,0,0,0,0,0,0,0
0,225 STREET,3,0,3,11413,-73.7521436,0,0,SOUTHERN PARKWAY,0,0,40.665801200000004,3,QUEENS,,0,0,0,0,0,0,0
0,FRANCIS LEWIS BOULEVARD,3,0,0,11358,-73.7899055,0,0,FRANCIS LEWIS BOULEVARD,0,0,40.766510499999995,0,QUEENS,,4,6,8,3,8,0,93
0,91 AVENUE,3,0,3,11428,-73.7520739,0,0,210 PLACE,0,0,40.71849810000001,3,QUEENS,,0,0,0,0,0,0,0
0,ZULETTE AVENUE,3,0,0,10461,-73.82867309999997,0,0,MERRY AVENUE,0,0,40.8426119,0,BRONX,,0,0,0,0,0,0,0
0,EAST 34 STREET,3,0,0,11234,-73.940072,0,0,EAST 34 STREET,0,0,40.615337200000006,0,BROOKLYN,,0,0,0,0,0,0,0
0,ROCKAWAY BOULEVARD,3,0,3,11416,-73.8478679,0,0,ROCKAWAY BOULEVARD,0,0,40.68148660000001,3,QUEENS,,0,0,0,0,0,0,0
0,EAST 156 STREET,3,0,2,10455,-73.9069976,0,0,JACKSON AVENUE,0,1,40.8183396,3,BRONX,,0,0,0,0,0,0,0
0,LAMOKA AVENUE,3,0,0,10308,-74.15926259999998,1,0,ESCANABA AVENUE,0,0,40.54968,1,STATEN ISLAND,,0,0,0,0,0,0,0
0,233 STREET,3,0,1,11422,-73.73400090000001,0,0,130 AVENUE,0,0,40.6804261,1,QUEENS,,0,0,0,0,0,0,0
0,AUSTIN STREET,3,0,0,11374,-73.8684768,0,0,62 AVENUE,0,0,40.72898,0,QUEENS,,0,0,0,0,0,0,0
0,FARMERS BOULEVARD,3,0,1,11434,-73.76325,0,0,133 ROAD,0,0,40.676790000000004,1,QUEENS,,0,0,0,0,0,0,0
0,GREENE STREET,3,0,0,10003,-73.99403570000003,0,0,EAST 8 STREET,0,0,40.7312755,0,MANHATTAN,,4,5,7,1,9,0,0
0,BIDWELL AVENUE,3,0,5,10314,-74.1362666,0,0,BIDWELL AVENUE,0,0,40.6207698,5,STATEN ISLAND,,0,0,0,0,0,0,0
0,RUSSELL STREET,3,0,0,11222,-73.9453191,0,0,RUSSELL STREET,0,0,40.7306011,0,BROOKLYN,,0,0,0,0,0,0,0
0,BARD AVENUE,3,0,0,10310,-74.1075442,0,0,WALNUT STREET,0,0,40.6395088,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,LINCOLN AVENUE,3,0,0,10306,-74.1022475,1,0,BOUNDARY AVENUE,0,0,40.57598529999999,1,STATEN ISLAND,,0,0,0,0,0,0,0
0,BAISLEY BOULEVARD,3,0,3,11434,-73.7723227,0,0,125 AVENUE,0,0,40.6814909,3,QUEENS,,0,0,0,0,0,0,0
0,TABOR COURT,3,0,0,11219,-74.00222640000001,0,0,12 AVENUE,0,0,40.6287501,0,BROOKLYN,,0,0,0,0,0,0,0
0,160 STREET,3,0,3,11358,-73.8046295,0,0,160 STREET,0,0,40.7694843,3,QUEENS,,0,0,0,0,0,0,0
0,WESTERVELT AVENUE,3,0,0,10301,-74.0832401,0,0,WESTERVELT AVENUE,0,0,40.6418456,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,BELMONT AVENUE,3,0,0,11207,-73.8881933,0,0,SCHENCK AVENUE,0,1,40.6717148,1,BROOKLYN,,0,0,0,0,0,0,0
0,153 STREET,3,0,1,11434,-73.7894762,0,0,118 AVENUE,0,1,40.6807495,2,QUEENS,,0,0,0,0,0,0,0
0,GRAND CENTRAL PARKWAY,3,0,1,11426,-73.7315637,0,0,,0,0,40.7445743,1,QUEENS,,0,0,0,0,0,0,0
0,NEW UTRECHT AVENUE,3,0,0,11219,-73.9953957,0,0,NEW UTRECHT AVENUE,0,0,40.631881799999995,0,BROOKLYN,,0,1,2,0,0,0,143
0,WEIRFIELD STREET,3,0,3,11221,-73.9160449,0,0,WEIRFIELD STREET,0,0,40.6860717,3,BROOKLYN,,1,0,5,1,1,0,612
