NUMBER OF CYCLIST KILLED,ON STREET NAME,CRASHES,NUMBER OF PERSONS KILLED,NUMBER OF MOTORIST INJURED,ZIP CODE,LONGITUDE,NUMBER OF CYCLIST INJURED,NUMBER OF MOTORIST KILLED,CROSS STREET NAME,NUMBER OF PEDESTRIANS KILLED,NUMBER OF PEDESTRIANS INJURED,LATITUDE,NUMBER OF PERSONS INJURED,BOROUGH,OFF STREET NAME,YELP_BAR,YELP_DRINK,YELP_FOOD,YELP_MUSIC,YELP_SHOW,FOUR_SQUARE_DRINK,FOUR_SQUARE_FOOD
0,CAMBRELENG AVENUE,3,0,0,10457,-73.88693020000002,0,0,CAMBRELENG AVENUE,0,1,40.851151200000004,1,BRONX,,0,0,0,0,0,0,0
0,155 STREET,3,0,1,11434,-73.78142170000002,0,0,134 AVENUE,0,0,40.6708698,1,QUEENS,,0,0,0,0,0,0,0
0,HOOK CREEK BOULEVARD,3,0,3,11422,-73.7260101,0,0,HOOK CREEK BOULEVARD,0,0,40.678077,3,QUEENS,,0,0,0,0,0,0,0
0,LINDEN BOULEVARD,3,0,7,11212,-73.90230109999997,0,0,CHRISTOPHER AVENUE,0,0,40.6557804,7,BROOKLYN,,0,0,0,0,0,0,0
0,LAKE STREET,3,0,1,11223,-73.9734092,0,0,LAKE STREET,0,0,40.6017026,1,BROOKLYN,,0,0,0,0,0,0,0
0,SUTTER AVENUE,3,0,2,11207,-73.893312,0,0,VERMONT STREET,0,1,40.6696528,3,BROOKLYN,,0,0,0,0,0,0,0
0,NANSEN STREET,3,0,0,11375,-73.8546605,0,0,NANSEN STREET,0,1,40.7129477,1,QUEENS,,0,0,0,0,0,0,0
0,CLEARVIEW EXPRESSWAY SERVICE ROAD,3,0,0,11361,-73.78161800000002,0,0,,0,0,40.767736,0,QUEENS,,0,0,0,0,0,0,0
0,SUTTER AVENUE,3,0,2,11420,-73.81788420000002,0,0,SUTTER AVENUE,0,1,40.673837299999995,3,QUEENS,,0,0,0,0,0,0,0
0,LABURNUM AVENUE,3,0,1,11355,-73.813539,0,0,BURLING STREET,0,0,40.751611499999996,1,QUEENS,,0,0,0,0,0,0,0
0,WEST TREMONT AVENUE,3,0,1,10453,-73.91184200000002,0,0,KINGSLAND PLACE,0,0,40.8514446,1,BRONX,,0,0,0,0,0,0,0
0,LIBERTY AVENUE,3,0,1,11417,-73.851596,0,0,LIBERTY AVENUE,0,0,40.6798336,1,QUEENS,,0,0,0,0,0,0,0
0,GLENMORE AVENUE,3,0,0,11417,-73.8574836,0,0,GLENMORE AVENUE,0,1,40.6781722,1,QUEENS,,0,0,0,0,0,0,0
0,TILLOTSON AVENUE,3,0,2,10475,-73.82517299999998,0,0,NOELL AVENUE,0,0,40.8831185,2,BRONX,,0,0,0,0,0,0,0
0,WILLOWBROOK ROAD,3,0,1,10314,-74.1334333,0,0,WILLOWBROOK ROAD,0,0,40.6035825,1,STATEN ISLAND,,0,0,0,0,0,0,0
0,EAST 55 STREET,3,0,0,11203,-73.9249881,0,0,EAST 55 STREET,0,0,40.6466217,0,BROOKLYN,,0,0,0,0,0,0,0
0,232 STREET,3,0,1,11413,-73.73485079999998,0,0,130 AVENUE,0,0,40.6806751,1,QUEENS,,0,0,0,0,0,0,0
0,160 STREET,3,0,1,11434,-73.7808551,0,0,129 AVENUE,0,1,40.6754415,2,QUEENS,,0,0,0,0,0,0,0
0,226 STREET,3,0,1,11413,-73.74199279999998,0,0,131 AVENUE,0,0,40.6807517,1,QUEENS,,0,0,0,0,0,0,0
0,FOREST HILL ROAD,3,0,4,10314,-74.1456694,0,0,ASHWORTH AVENUE,0,0,40.589937,4,STATEN ISLAND,,0,0,0,0,0,0,0
0,ATLANTIC AVENUE,3,0,0,11421,-73.8653288,0,0,FORBELL STREET,0,1,40.683459899999995,1,QUEENS,,0,0,0,0,0,0,0
0,259 STREET,3,0,0,11422,-73.7295737,0,0,259 STREET,0,0,40.6563604,0,QUEENS,,0,0,0,0,0,0,0
0,MONROE AVENUE,3,0,0,10301,-74.0796512,0,0,FORT PLACE,0,0,40.64185629999999,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,147 STREET,3,0,1,11357,-73.81907530000002,1,0,147 STREET,0,0,40.780953499999995,2,QUEENS,,0,0,0,0,0,0,0
0,90 STREET,3,0,1,11369,-73.8785949,0,0,31 AVENUE,0,0,40.7600123,1,QUEENS,,0,0,0,0,0,0,0
0,54 AVENUE,3,0,0,11101,-73.95932320000001,0,0,2 STREET,0,0,40.7408037,0,QUEENS,,0,0,0,0,0,0,0
0,115 AVENUE,3,0,0,11420,-73.8078651,1,0,LINCOLN STREET,0,0,40.6803398,1,QUEENS,,0,0,0,0,0,0,0
0,LA GUARDIA AIRPORT ENTRANCE,3,0,1,11369,-73.86772109999998,0,0,,0,0,40.769815200000004,1,QUEENS,,0,0,0,0,0,0,0
0,COMMERCE STREET,3,0,1,11231,-74.0070593,0,0,RICHARDS STREET,0,0,40.6800416,1,BROOKLYN,,0,0,0,0,0,0,0
0,CASSIDY PLACE,3,0,0,10301,-74.0993647,0,0,CASSIDY PLACE,0,0,40.6417394,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,LIBERTY AVENUE,3,0,1,11417,-73.85392540000002,0,0,LIBERTY AVENUE,0,0,40.679685600000006,1,QUEENS,,0,0,0,0,0,0,0
0,EAST 4 STREET,3,0,0,11218,-73.97783309999998,0,0,GREENWOOD AVENUE,0,0,40.650637599999996,0,BROOKLYN,,0,0,1,0,0,0,0
0,HYLAN BOULEVARD,3,0,1,10312,-74.1544723,0,0,HYLAN BOULEVARD,0,0,40.53375020000001,1,STATEN ISLAND,,0,0,0,0,0,0,0
0,50 AVENUE,3,0,0,11377,-73.8950663,0,0,50 AVENUE,0,0,40.73690670000001,0,QUEENS,,0,0,1,0,0,0,0
0,120 AVENUE,3,0,6,11436,-73.79404570000001,0,0,INWOOD STREET,0,0,40.6768136,6,QUEENS,,0,0,0,0,0,0,0
0,PITKIN AVENUE,3,0,2,11417,-73.8463905,0,0,LINDEN BOULEVARD,0,1,40.6733217,3,QUEENS,,0,0,0,0,0,0,0
0,BRONX RIVER AVENUE,3,0,1,10473,-73.86385290000003,0,0,COMMONWEALTH AVENUE,0,0,40.812966499999995,1,BRONX,,0,0,0,0,0,0,0
0,213 STREET,3,0,0,11428,-73.7476941,0,0,213 STREET,0,1,40.7214255,1,QUEENS,,0,0,0,0,0,0,0
0,NEWPORT AVENUE,3,0,1,11694,-73.8415319,0,0,BEACH 120 STREET,0,0,40.580343400000004,1,QUEENS,,0,0,0,0,0,0,0
0,FRANCIS LEWIS BOULEVARD,3,0,0,11361,-73.78546329999998,0,0,FRANCIS LEWIS BOULEVARD,0,1,40.7625911,1,QUEENS,,0,0,1,0,0,0,0
0,RICHARDSON AVENUE,3,0,1,10466,-73.85736750000002,0,0,RICHARDSON AVENUE,0,0,40.895964,1,BRONX,,0,0,0,0,0,0,27
0,GOETHALS AVENUE,3,0,3,11432,-73.8049755,0,0,GOETHALS AVENUE,0,0,40.7191104,3,QUEENS,,0,0,0,0,0,0,0
0,ALSTYNE AVENUE,3,0,0,11368,-73.8636848,0,0,ALSTYNE AVENUE,0,1,40.7433515,1,QUEENS,,0,0,0,0,0,0,0
0,EAST 58 STREET,3,0,1,11203,-73.9225187,0,0,EAST 58 STREET,0,1,40.6505862,2,BROOKLYN,,0,0,0,0,0,0,0
0,EAST 137 STREET,3,0,2,10451,-73.9288993,0,0,RIDER AVENUE,0,1,40.811150299999994,3,BRONX,,0,0,0,0,0,0,0
0,BENSON AVENUE,3,0,0,11214,-74.0034104,0,0,BAY 20 STREET,0,1,40.6042583,1,BROOKLYN,,0,0,0,0,0,0,0
0,FINGERBOARD ROAD,3,0,1,10305,-74.0682247,0,0,FINGERBOARD ROAD,0,0,40.6062802,1,STATEN ISLAND,,1,0,0,1,0,0,0
0,LONG STREET,3,0,2,11434,-73.7828428,0,0,LONG STREET,0,1,40.68058900000001,3,QUEENS,,0,0,0,0,0,0,0
0,8W - E,3,0,1,10467,-73.8723384,0,0,,0,0,40.8694532,1,BRONX,,0,0,0,0,0,0,0
0,137 AVENUE,3,0,4,11434,-73.7777752,0,0,158 STREET,0,0,40.6703605,4,QUEENS,,0,0,0,0,0,0,0
0,HICKS DRIVE,3,0,0,11377,-73.9009022,0,0,HICKS DRIVE,0,1,40.743447100000004,1,QUEENS,,0,0,1,0,0,0,0
0,AVENUE V,3,0,0,11234,-73.923009,0,0,KIMBALL STREET,0,1,40.60671660000001,1,BROOKLYN,,0,0,0,0,0,0,0
0,102 ROAD,3,0,3,11416,-73.85047829999998,0,0,89 STREET,0,0,40.681484499999996,3,QUEENS,,0,0,0,0,0,0,0
0,53 AVENUE,3,0,1,11364,-73.76826120000003,0,0,211 STREET,0,0,40.751501899999994,1,QUEENS,,0,0,0,0,0,0,0
0,128 AVENUE,3,0,3,11422,-73.7321742,0,0,234 STREET,0,0,40.68279879999999,3,QUEENS,,0,0,0,0,0,0,0
0,178 PLACE,3,1,4,11434,-73.7659469,0,1,178 PLACE,0,0,40.68702260000001,4,QUEENS,,0,0,0,0,0,0,0
0,BARKER AVENUE,3,0,0,10467,-73.86924690000002,0,0,BARKER AVENUE,0,1,40.8679273,1,BRONX,,0,0,0,0,0,0,0
0,CONEY ISLAND AVENUE,3,0,0,11218,-73.9719088,0,0,CATON PLACE,0,0,40.65005170000001,0,BROOKLYN,,0,0,0,0,0,0,0
0,234 STREET,3,0,3,11422,-73.73291400000002,0,0,129 AVENUE,0,0,40.6808325,3,QUEENS,,0,0,0,0,0,0,69
0,ROCKAWAY BEACH BOULEVARD,3,0,0,11694,-73.8463392,0,0,ROCKAWAY BEACH BOULEVARD,0,1,40.5766389,1,QUEENS,,0,0,0,0,0,0,0
0,CROTONA AVENUE,3,0,0,10457,-73.885452,0,0,CROTONA AVENUE,0,1,40.851039899999996,1,BRONX,,0,0,0,0,1,0,0
0,DREW STREET,3,0,2,11208,-73.8633505,0,0,DREW STREET,0,1,40.679351399999994,3,QUEENS,,1,0,1,0,1,0,53
0,BAY STREET,3,0,0,10305,-74.0670525,0,0,,0,0,40.615316799999995,0,RICHMOND,P/L 1140 BAY STREET,1,0,4,1,1,0,127
0,MEMPHIS AVENUE,3,0,2,11422,-73.7326028,0,0,254 STREET,0,0,40.6595322,2,QUEENS,,0,0,0,0,0,0,0
0,60 AVENUE,3,0,0,11378,-73.89042059999998,0,0,69 LANE,0,1,40.7225089,1,QUEENS,,0,0,0,0,0,0,0
0,119 AVENUE,3,0,0,11412,-73.74956829999998,0,0,119 AVENUE,0,0,40.69215379999999,0,QUEENS,,0,0,0,0,0,0,0
0,17 STREET,3,0,0,11215,-73.98448,0,0,8 AVENUE,0,0,40.6595977,0,BROOKLYN,,0,0,1,2,0,0,0
0,EAST 7 STREET,3,0,0,11230,-73.96730240000002,0,0,EAST 7 STREET,0,0,40.61487329999999,0,BROOKLYN,,0,0,0,0,0,0,0
0,STOCKTON STREET,3,0,6,11206,-73.93638809999999,0,0,STOCKTON STREET,0,0,40.69761550000001,6,BROOKLYN,,2,2,4,1,1,0,1276
0,PARSONS BOULEVARD,3,0,0,11432,-73.80484179999998,0,0,PARSONS BOULEVARD,0,2,40.7093388,2,QUEENS,,1,2,4,0,2,0,64
0,S SERVICE ROAD,3,0,1,10309,-74.2183938,0,0,,0,0,40.527921899999996,1,RICHMOND,,0,0,0,0,0,0,0
0,142 STREET,3,0,1,11436,-73.79889720000001,1,0,123 AVENUE,0,0,40.674766299999995,2,QUEENS,,0,0,0,0,1,0,64
0,ALLERTON AVENUE,3,0,1,10469,-73.8443636,0,0,FENTON AVENUE,0,0,40.8652286,1,BRONX,,0,0,0,0,0,0,0
0,HOLLIS AVENUE,3,0,2,11412,-73.7638642,0,0,HOLLIS AVENUE,0,0,40.706983799999996,2,QUEENS,,0,0,0,0,0,0,0
0,LANGDALE STREET,3,0,0,11040,-73.7019052,0,0,LANGDALE STREET,0,1,40.75066029999999,1,QUEENS,,0,0,0,0,0,0,0
0,61 STREET,3,0,0,11204,-73.97682569999998,0,0,23 AVENUE,0,0,40.6147768,0,BROOKLYN,,0,0,0,0,0,0,0
0,FLATLANDS AVENUE,3,0,0,11208,-73.87242859999998,0,0,FLATLANDS AVENUE,0,0,40.6587101,0,BROOKLYN,,0,0,0,0,0,0,0
0,CHEVY CHASE STREET,3,0,0,11432,-73.7831693,0,0,80 ROAD,0,0,40.7276433,0,QUEENS,,0,0,0,0,2,0,0
0,BATH AVENUE,3,0,1,11214,-74.010001,0,0,BAY 13 STREET,0,0,40.606204,1,BROOKLYN,,0,0,0,0,0,0,0
0,SMEDLEY STREET,3,0,0,11435,-73.8129036,0,0,GRAND CENTRAL PARKWAY,0,1,40.7156706,1,QUEENS,,0,0,0,0,1,0,0
0,164 STREET,3,0,0,11358,-73.80177950000002,0,0,CROCHERON AVENUE,0,1,40.762702600000004,1,QUEENS,,1,1,3,1,2,0,0
0,BRUCKNER BOULEVARD,3,0,0,10473,-73.8638821,0,0,BRUCKNER BOULEVARD,0,0,40.8251695,0,BRONX,,0,0,0,0,0,0,0
0,141 STREET,3,0,2,11367,-73.8246398,0,0,141 STREET,0,0,40.7273982,2,QUEENS,,0,0,0,0,0,0,0
1,120 AVENUE,3,1,0,11411,-73.7357083,0,0,228 STREET,0,1,40.688090700000004,1,QUEENS,,0,0,0,0,0,0,0
0,85 STREET,3,0,0,11374,-73.87256409999998,0,0,85 STREET,0,2,40.7273789,2,QUEENS,,0,0,0,0,0,0,0
0,NEWBURG STREET,3,0,0,11412,-73.76505159999998,1,0,NEWBURG STREET,0,0,40.6934518,1,QUEENS,,0,0,0,0,0,0,0
0,LLOYD ROAD,3,0,2,11418,-73.81064570000002,0,0,VANWYCK EXPRESSWAY,0,0,40.6927289,2,QUEENS,,0,0,0,0,0,0,0
0,LIBERTY AVENUE,3,0,2,11207,-73.89095970000002,0,0,VAN SICLEN AVENUE,0,0,40.67522520000001,2,BROOKLYN,,0,0,0,0,0,0,0
0,136 STREET,3,0,2,11367,-73.8284335,0,0,70 ROAD,0,0,40.726723299999996,2,QUEENS,,0,0,0,0,0,0,0
0,LINDEN BOULEVARD,3,0,4,11417,-73.8390235,0,0,LINDEN BOULEVARD,0,0,40.6741378,4,QUEENS,,0,0,0,0,0,0,0
0,132 AVENUE,3,0,0,11434,-73.7779302,1,0,161 STREET,0,0,40.6746893,1,QUEENS,,0,0,0,0,0,0,0
0,HARROW STREET,3,0,0,11375,-73.8479027,0,0,HARROW STREET,0,2,40.71523079999999,2,QUEENS,,0,0,0,0,0,0,0
0,154 STREET,3,0,2,11357,-73.8089873,0,0,154 STREET,0,0,40.779444,2,QUEENS,,0,0,0,0,0,0,0
0,BRADDOCK AVENUE,3,0,2,11426,-73.7254204,0,0,BRADDOCK AVENUE,0,0,40.72585120000001,2,QUEENS,,0,0,0,0,0,0,0
0,MONROE AVENUE,3,0,0,10301,-74.0792456,0,0,BENZIGER AVENUE,0,0,40.640184999999995,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,CARSON STREET,3,0,1,11413,-73.7528977,0,0,CARSON STREET,0,0,40.6724068,1,QUEENS,,0,0,0,0,0,0,0
0,SIMONSON AVENUE,3,0,0,10303,-74.1522135,0,0,SIMONSON AVENUE,0,0,40.6318443,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,90 AVENUE,3,0,2,11428,-73.74076640000001,0,0,220 STREET,0,0,40.7272619,2,QUEENS,,0,0,0,0,0,0,0
0,175 STREET,3,0,2,11366,-73.7945908,0,0,175 STREET,0,0,40.7268847,2,QUEENS,,0,0,0,0,0,0,0
0,111 AVENUE,3,0,0,11433,-73.7949963,0,0,153 STREET,0,2,40.688917,2,QUEENS,,0,0,0,0,0,0,0
0,WALTHAM STREET,3,0,0,11435,-73.801594,0,0,WALTHAM STREET,0,0,40.6928865,0,QUEENS,,0,0,0,0,0,0,0
0,EXETER STREET,3,0,6,10308,-74.1480985,0,0,GIBSON AVENUE,0,0,40.556902799999996,6,STATEN ISLAND,,0,0,0,0,0,0,0
0,160 STREET,3,0,2,11366,-73.808048,0,0,160 STREET,0,0,40.723262899999995,2,QUEENS,,0,0,0,0,0,0,0
0,LAMBERTS LANE,3,0,0,10314,-74.1583483,0,0,GLOBE AVENUE,0,0,40.614843,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,66 STREET,3,0,0,11204,-73.9937287,0,0,WALLASTON COURT,0,0,40.620293200000006,0,BROOKLYN,,0,0,0,0,0,-1,0
0,SUTTER AVENUE,3,0,2,11417,-73.8532137,0,0,PITKIN AVENUE,0,0,40.675444,2,QUEENS,,0,0,0,0,0,0,0
0,ELMIRA AVENUE,3,0,1,11412,-73.770595,0,0,HANNIBAL STREET,0,0,40.7026717,1,QUEENS,,0,0,0,0,0,0,0
0,SAMPSON AVENUE,3,0,4,10465,-73.81899759999997,0,0,SAMPSON AVENUE,0,0,40.8201564,4,BRONX,,0,0,0,0,0,0,0
0,EAST 171 STREET,3,0,1,10457,-73.90450899999998,0,0,EAST 171 STREET,0,1,40.8380172,2,BRONX,,0,0,0,0,0,0,0
0,WEST 139TH STREET,3,0,1,10037,-73.9368315,0,0,,0,0,40.815760600000004,1,NEW,34 WEST 139 STREET,1,0,0,0,1,0,0
0,HIMROD STREET,3,0,1,11385,-73.9115479,0,0,WOODWARD AVENUE,0,0,40.70834489999999,1,QUEENS,,0,0,0,0,0,0,0
0,84 DRIVE,3,0,0,11435,-73.8164151,0,0,84 DRIVE,0,1,40.7098656,1,QUEENS,,0,0,0,0,0,0,0
0,198 STREET,3,0,0,11366,-73.7743779,0,0,198 STREET,0,0,40.7358305,0,QUEENS,,0,0,0,0,0,0,0
0,THIERIOT AVENUE,3,0,2,10473,-73.8610478,0,0,THIERIOT AVENUE,0,0,40.8172641,2,BRONX,,0,0,0,0,0,0,0
0,WESTSIDE AVENUE,3,0,0,11368,-73.85338829999998,0,0,WESTSIDE AVENUE,0,0,40.7386865,0,QUEENS,,0,0,0,0,0,0,0
0,WEST 189 STREET,3,0,4,10040,-73.9313143,0,0,WADSWORTH AVENUE,0,0,40.854828399999995,4,MANHATTAN,,0,0,0,0,0,0,0
0,EAST 86 STREET,3,0,0,11236,-73.9015904,0,0,EAST 86 STREET,0,0,40.6317986,0,BROOKLYN,,0,0,0,0,0,0,0
0,162 STREET,3,0,1,11366,-73.8065208,0,0,162 STREET,0,0,40.7248742,1,QUEENS,,0,0,0,0,0,0,0
0,WEST 4 STREET,3,0,0,10014,-74.00334140000002,0,0,WEST 4 STREET,0,0,40.73553820000001,0,MANHATTAN,,4,3,6,3,3,0,0
0,MURDOCK AVENUE,3,0,1,11429,-73.74167440000002,0,0,NASHVILLE BOULEVARD,0,1,40.7033844,2,QUEENS,,0,0,0,0,0,0,0
0,LITTLE NECK PARKWAY,3,0,2,11362,-73.7345548,0,0,PEMBROKE AVENUE,0,0,40.7704174,2,QUEENS,,1,1,1,0,2,0,0
0,FOREST AVENUE,3,0,3,10301,-74.09296490000001,0,0,HAVEN ESPLANADE,0,0,40.6311828,3,STATEN ISLAND,,0,0,0,0,0,0,0
0,SOUTH STREET,3,0,0,10005,-74.0047501,1,0,SOUTH STREET,0,1,40.7052305,2,MANHATTAN,,0,0,1,1,0,0,735
0,COLLEGE POINT BOULEVARD,3,0,1,11356,-73.8456563,0,0,COLLEGE POINT BOULEVARD,0,1,40.7880351,2,QUEENS,,0,0,0,0,0,0,0
0,HILLSIDE AVENUE,3,0,2,11418,-73.8324498,0,0,BESSEMER STREET,0,0,40.70060170000001,2,QUEENS,,1,0,2,1,0,0,0
0,104 AVENUE,3,0,2,11412,-73.7691155,0,0,188 STREET,0,0,40.7060119,2,QUEENS,,0,0,0,0,0,0,0
0,YETMAN AVENUE,3,0,1,10307,-74.2453111,0,0,YETMAN AVENUE,0,0,40.511789799999995,1,STATEN ISLAND,,0,0,0,0,0,0,0
0,163 STREET,3,0,2,11357,-73.80079520000002,0,0,163 STREET,0,0,40.7768062,2,QUEENS,,0,0,0,0,0,0,0
0,FILLMORE AVENUE,3,0,1,11234,-73.93676059999999,0,0,FILLMORE AVENUE,0,0,40.609055299999994,1,BROOKLYN,,0,0,0,0,0,0,0
0,80 STREET,3,0,0,11421,-73.8626739,0,0,80 STREET,0,0,40.6927807,0,QUEENS,,1,1,1,1,1,0,6
0,20 STREET,3,0,0,11215,-73.98622840000002,0,0,8 AVENUE,0,0,40.6579209,0,BROOKLYN,,0,0,0,0,0,0,0
0,CORPORAL KENNEDY STREET,3,0,0,11361,-73.7790156,0,0,34 AVENUE,0,0,40.7692816,0,QUEENS,,0,0,0,0,0,0,0
0,ELMWOOD AVENUE,3,0,0,11230,-73.97527590000001,0,0,EAST 2 STREET,0,0,40.627128000000006,0,BROOKLYN,,0,0,0,0,0,0,0
0,EAST 100 STREET,3,0,0,11236,-73.9034559,0,0,EAST 100 STREET,0,0,40.6497758,0,BROOKLYN,,0,1,2,0,0,0,0
0,40 AVENUE,3,0,0,11361,-73.7696382,0,0,214 PLACE,0,0,40.7645422,0,QUEENS,,1,1,1,1,1,0,0
0,HENRY HUDSON PARKWAY WEST,3,0,3,10471,-73.9080589,0,0,,0,0,40.8971125,3,BRONX,,0,0,0,0,0,0,0
0,167 STREET,3,0,0,11366,-73.80146440000001,1,0,167 STREET,0,0,40.7243167,1,QUEENS,,0,0,0,0,0,0,0
0,THORNTON STREET,3,0,0,11206,-73.9444025,2,0,THORNTON STREET,0,0,40.7005456,2,BROOKLYN,,0,1,4,0,0,0,58
0,BOOTH MEMORIAL AVENUE,3,0,0,11355,-73.8110926,1,0,157 STREET,0,0,40.7424455,1,QUEENS,,0,0,0,0,0,0,0
0,GREENWICH STREET,3,0,0,10011,-74.0066215,0,0,GREENWICH AVENUE,0,0,40.736432799999996,0,MANHATTAN,,4,4,5,1,2,0,0
0,SUTTER AVENUE,3,0,1,11208,-73.86207409999999,0,0,SUTTER AVENUE,0,0,40.674208899999996,1,BROOKLYN,,0,0,0,0,0,0,0
0,GRAND CENTRAL PARKWAY,3,0,1,11005,-73.72197800000002,0,0,,0,0,40.7554425,1,QUEENS,,0,0,0,0,0,0,0
0,217 STREET,3,0,1,11428,-73.74326529999998,0,0,217 STREET,0,1,40.723894200000004,2,QUEENS,,0,0,0,0,0,0,0
0,BAY STREET,3,0,0,10304,-74.0760472,0,0,,0,0,40.6317964,0,RICHMOND,P/L 425 BAY STREET,1,0,2,0,1,0,0
0,SANFORD AVENUE,3,0,1,11355,-73.8314168,0,0,SANFORD AVENUE,0,0,40.75542960000001,1,QUEENS,,0,0,0,0,0,0,0
0,115 AVENUE,3,0,2,11411,-73.74677700000002,0,0,207 STREET,0,0,40.6998001,2,QUEENS,,0,0,0,0,0,0,0
0,ARTHUR KILL ROAD,3,0,1,10308,-74.15915859999998,0,0,COLON AVENUE,0,0,40.56193579999999,1,STATEN ISLAND,,0,0,0,0,0,0,0
0,BERGEN AVENUE,3,0,0,11234,-73.90995670000002,0,0,BERGEN AVENUE,0,0,40.6259975,0,BROOKLYN,,0,0,0,0,0,0,0
0,SAINT PAULS AVENUE,3,0,1,10301,-74.07845390000001,0,0,SAINT PAULS AVENUE,0,0,40.63486339999999,1,STATEN ISLAND,,0,0,0,0,0,0,0
0,136 AVENUE,3,0,1,11422,-73.734577,0,0,241 STREET,0,0,40.6706367,1,QUEENS,,0,0,0,0,0,0,0
0,DANIEL LOW TERRACE,3,0,0,10301,-74.08148359999998,0,0,LOW TERRACE,0,0,40.6434168,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,67 STREET,3,0,0,11204,-73.9963942,0,0,16 AVENUE,0,0,40.6205816,0,BROOKLYN,,0,0,0,0,0,0,0
0,165 STREET,3,0,0,11432,-73.8009926,0,0,GRAND CENTRAL PARKWAY,0,0,40.716787,0,QUEENS,,0,0,0,0,0,0,0
0,SHEPHERD AVENUE,3,0,0,11208,-73.87557079999998,0,0,SHEPHERD AVENUE,0,0,40.6629432,0,BROOKLYN,,0,0,0,0,0,0,0
0,JOHNSON AVENUE,3,0,1,11211,-73.9502879,1,0,JOHNSON AVENUE,0,0,40.705914299999996,2,BROOKLYN,,2,2,4,1,1,0,24
0,GOLD ROAD,3,0,0,11417,-73.84555490000002,0,0,SITKA STREET,0,1,40.67455020000001,1,QUEENS,,0,0,0,0,0,0,0
0,EAST 92 STREET,3,0,0,11236,-73.8954026,0,0,AVENUE N,0,0,40.6329899,0,BROOKLYN,,0,0,0,0,0,0,0
0,WOODHAVEN BOULEVARD,3,1,1,11385,-73.8591426,0,1,78 AVENUE,0,1,40.7068736,2,QUEENS,,0,0,0,0,0,0,0
0,WOODHAVEN BOULEVARD,3,0,2,11421,-73.84924709999999,0,0,WOODHAVEN BOULEVARD,0,0,40.688627600000004,2,QUEENS,,1,1,0,0,1,0,0
0,JAY AVENUE,3,0,0,11378,-73.898689,0,0,JAY AVENUE,0,0,40.7275201,0,QUEENS,,0,0,0,0,0,0,0
0,110 AVENUE,3,0,0,11433,-73.79400109999997,0,0,156 STREET,0,2,40.6912346,2,QUEENS,,0,0,0,0,0,0,0
0,NEW UTRECHT AVENUE,3,0,0,11219,-73.99829620000001,0,0,67 STREET,0,0,40.6216191,0,BROOKLYN,,0,0,1,0,0,0,0
0,171 STREET,3,0,2,11366,-73.7984171,0,0,171 STREET,0,0,40.7274459,2,QUEENS,,0,0,0,0,0,0,0
0,WILLIAMS AVENUE,3,0,2,11207,-73.89926290000002,0,0,WILLIAMS AVENUE,0,0,40.67007260000001,2,BROOKLYN,,0,0,0,0,0,0,0
0,WARREN STREET,3,0,0,10304,-74.08220229999998,0,0,FULTON STREET,0,0,40.6213949,0,STATEN ISLAND,,0,0,0,0,0,0,0
0,VAN WYCK EXPRESSWAY,3,0,0,11367,-73.8344134,0,0,,0,0,40.7310857,0,QUEENS,,0,0,0,0,0,0,0
0,GREENWICH STREET,3,0,0,10013,-74.0095352,0,0,DESBROSSES STREET,0,1,40.7234335,1,MANHATTAN,,3,3,3,4,4,0,0
0,41ST STREET,3,0,0,11104,-73.92491740000001,0,0,,0,0,40.7356115,0,QUEENS,,0,0,0,0,0,0,0
0,259 STREET,3,0,0,11422,-73.729732,0,0,149 AVENUE,0,0,40.65286939999999,0,QUEENS,,0,0,0,0,0,0,0
0,BRUCKNER BOULEVARD,3,0,0,10473,-73.8762125,0,0,BRUCKNER BOULEVARD,0,0,40.824085600000004,0,BRONX,,0,0,0,0,0,0,0
0,BATH AVENUE,3,0,4,11214,-73.9857885,0,0,BAY 46 STREET,0,0,40.5912224,4,BROOKLYN,,0,0,0,0,0,0,0
0,MORGAN AVENUE,3,0,0,11222,-73.9393974,1,0,DRIGGS AVENUE,0,0,40.723544200000006,1,BROOKLYN,,0,0,2,0,1,0,0
0,DAHILL ROAD,3,0,0,11218,-73.9785165,2,0,DAHILL ROAD,0,0,40.6322999,2,BROOKLYN,,0,0,0,0,0,0,0
0,SAMPSON AVENUE,3,0,0,10465,-73.8241905,1,0,SAMPSON AVENUE,0,0,40.818385799999994,1,BRONX,,0,0,0,0,0,0,0
0,BROADWAY,3,0,1,11206,-73.94585390000002,1,0,LEONARD STREET,0,0,40.7029864,2,BROOKLYN,,1,0,0,0,0,0,3163
0,PARSONS BOULEVARD,3,0,2,11357,-73.8229183,0,0,21 AVENUE,0,0,40.780536700000006,2,QUEENS,,0,0,0,0,0,0,0
0,FDR DRIVE,3,0,0,10009:10010,-73.9725459,0,0,,0,0,40.7301934,0,NEW,,0,0,0,0,0,0,0
0,WILLETS POINT BOULEVARD,3,0,2,11357,-73.79676979999998,0,0,WILLETS POINT BOULEVARD,0,0,40.784937299999996,2,QUEENS,,0,0,0,0,0,0,0
