OBJECTID,RecNum,FIRST_Year,FIRST_Boro,FIRST_CB,FIRST_Main,FIRST_From,FIRST_ToSt,FIRST_NumO,FIRST_NrSc,FIRST_Othe,FIRST_Inst,FIRST_Nu_1,FIRST_ReIn,FIRST_SchP,FIRST_Orde,FIRST_Or_1,FIRST_Or_2,FIRST_RecN,Shape_Leng,CRASHES 3,CRASHES -3,CRASHES 6,CRASHES -6,3 MONTH PERCENT DECREASE,6 MONTH PERCENT DECREASE,STREETS,LATLON,CRASHES TOTAL 3,CRASHES TOTAL 6,CRASHES TOTAL -3,CRASHES TOTAL -6,3 MONTH PERCENT DECREASE PLUS,6 MONTH PERCENT DECREASE PLUS
188,188,2014,2,10,WILCOX AVENUE,PHILIP AVENUE,RANDALL AVENUE,1,0,1,09/18/2013,0,,N/S,B-325240 / 325241,07/31/2013,09/20/2013,4,800.347427218,0.0,0.0,1.0,0.0,0.0,-1.0,WILCOX AVENUE+RANDALL AVENUE,"(40.81821679999999, -73.8541322)",99883.0,101290.0,49819.0,51618.0,0.0,-1.0
186,186,2014,2,8,FIELDSTON ROAD,WEST 253rd STREET,WEST 256th STREET,6,0,6,09/05/2013,0,,N/S,C-315308 / 315309,03/11/2013,09/10/2013,2,1252.14894509,0.0,0.0,0.0,0.0,0.0,0.0,FIELDSTON ROAD+WEST 256th STREET,"(40.9038811, -73.9031286)",100810.0,100877.0,50151.0,51390.0,0.0,0.0
184,184,2014,5,2,FOREST ROAD,DUTCHESS AVENUE,DALEMERE ROAD,1,0,1,08/27/2013,0,,N/S,B-325587 / 325588,08/06/2014,09/04/2014,0,682.479547282,0.0,0.0,0.0,0.0,0.0,0.0,FOREST ROAD+DALEMERE ROAD,"(40.596651, -74.10275349999999)",100993.0,101306.0,51301.0,50895.0,0.0,0.0
183,183,2014,5,3,YETMAN AVENUE,AMBOY ROAD,PITTSVILLE AVENUE,2,2,0,08/22/2013,0,,PS 1 / IS 34 / OUR LADY HELP OF CHRISTIANS SCHOOL,B-325835,08/12/2013,09/03/2013,0,1008.79347879,0.0,0.0,0.0,0.0,0.0,0.0,YETMAN AVENUE+PITTSVILLE AVENUE,"(40.50666690000001, -74.2460842)",100887.0,101105.0,51230.0,50578.0,0.0,0.0
182,182,2014,5,1,WARDWELL AVENUE,THE BOULEVARD,LEONARD AVENUE,1,1,0,08/29/2013,0,,PS 30,B-325591,08/06/2013,09/04/2013,0,400.021473862,0.0,0.0,0.0,0.0,0.0,0.0,WARDWELL AVENUE+LEONARD AVENUE,"(40.618274, -74.13767290000001)",100918.0,101217.0,50868.0,51418.0,0.0,0.0
181,181,2014,5,2,FOREST ROAD,JENNA LANE,DUTCHESS AVENUE,1,0,1,08/27/2013,0,,N/S,B-325587 / 325588,08/06/2013,09/04/2013,0,402.554560325,0.0,0.0,0.0,0.0,0.0,0.0,FOREST ROAD+DUTCHESS AVENUE,"(40.5960469, -74.0998625)",100993.0,101306.0,51301.0,50895.0,0.0,0.0
180,180,2014,5,1,CLINTON B FISK AVENUE,LEONARD AVENUE,LATHROP AVENUE,1,1,0,08/28/2013,0,,PS 30,B-325589,08/06/2013,10/10/2013,0,325.204579997,0.0,0.0,0.0,0.0,0.0,0.0,CLINTON B FISK AVENUE+LATHROP AVENUE,"(40.619395, -74.1390019)",100923.0,101209.0,51122.0,51123.0,0.0,0.0
179,179,2014,5,1,CLINTON B FISK AVENUE,WATCHOGUE ROAD,WATERS AVENUE,2,0,2,08/28/2013,0,,N/S,B-325590,08/06/2013,09/04/2013,0,563.4046730030001,0.0,0.0,1.0,0.0,0.0,-1.0,CLINTON B FISK AVENUE+WATERS AVENUE,"(40.6175187, -74.1378701)",100923.0,101209.0,51122.0,51123.0,0.0,-1.0
178,178,2014,5,3,BEDELL AVENUE,GIEGERICH AVENUE,HYLAN BOULEVARD,2,0,2,08/26/2013,0,,N/S,B-325592 / 325593,08/06/2013,09/04/2013,0,1961.39612652,0.0,0.0,0.0,1.0,0.0,1.0,BEDELL AVENUE+HYLAN BOULEVARD,"(40.5464579, -74.1414662)",100912.0,101301.0,51354.0,50907.0,0.0,1.0
177,177,2014,4,7,23 AVENUE,154 STREET,157 STREET,1,0,1,05/16/2014,0,,N/S,B-337779 / 337793,04/28/2014,05/19/2014,0,785.9716573310001,0.0,0.0,0.0,1.0,0.0,1.0,23 AVENUE+157 STREET,"(40.691035, -73.792509)",103672.0,98623.0,48058.0,51825.0,0.0,1.0
176,176,2014,4,4,41 AVENUE,104 STREET,108 STREET,1,1,0,05/07/2014,0,,PS 16,B-337786,04/28/2014,05/10/2014,0,870.1541406939999,0.0,2.0,2.0,2.0,1.0,0.0,41 AVENUE+108 STREET,"(40.6938, -73.798165)",104097.0,98393.0,47960.0,52204.0,1.0,0.0
175,175,2014,4,3,99 STREET,34 AVENUE,NORTHERN BLVD.,1,1,0,05/07/2014,0,,PS 92Q/EARLY CHILDHOOD PLAYGROUND,B-337785,04/28/2014,05/10/2014,0,674.3290158140001,0.0,0.0,0.0,0.0,0.0,0.0,99 STREET+NORTHERN BLVD.,"(40.6140025, -74.10593659999999)",104097.0,98393.0,47960.0,52204.0,0.0,0.0
174,174,2014,4,11,44 AVENUE,196 STREET,FRANCIS LEWIS BL.,1,1,0,05/12/2014,0,,WILLIAM SPYROPOULOS SCHOOL,B-337783 / 337784,04/28/2014,05/19/2014,0,697.4875354410001,0.0,0.0,0.0,0.0,0.0,0.0,44 AVENUE+FRANCIS LEWIS BL.,"(40.7289587, -73.7681769)",104213.0,98568.0,48014.0,52202.0,0.0,0.0
173,173,2014,4,11,210 STREET,34 ROAD,32 AVENUE,1,0,1,05/08/2014,0,1 TBI,N/S,B-337780 / 337781,04/28/2014,5/10/2014 [1],0,492.490747409,0.0,1.0,1.0,1.0,1.0,0.0,210 STREET+32 AVENUE,"(40.7444901, -73.97760099999999)",104127.0,98425.0,47889.0,52215.0,1.0,0.0
172,172,2014,4,4,ITHACA STREET,WHITNEY AVENUE,43 AVENUE,1,1,0,05/14/2014,0,,PS 14 ANNEX/ST. BARTHOLOMEW'S,B-337778,04/28/2014,05/19/2014,0,495.338926342,0.0,0.0,0.0,0.0,0.0,0.0,ITHACA STREET+43 AVENUE,"(40.7127837, -74.0059413)",103979.0,98472.0,48068.0,52122.0,0.0,0.0
171,171,2014,4,13,235 STREET,121 AVENUE,120 AVENUE,1,1,0,05/15/2014,0,,PS 176,B-337777 / 337792,04/28/2014,05/23/2014,0,650.464651554,1.0,0.0,1.0,0.0,-1.0,-1.0,235 STREET+120 AVENUE,"(40.68633, -73.72894)",103879.0,98496.0,47915.0,51954.0,-1.0,-1.0
170,170,2014,4,9,AUSTIN STREET,LEFFERTS BLVD.,127 STREET,4,0,4,05/09/2014,0,,N/S,B-337774 / 337775 / 337776,04/28/2014,05/10/2014,0,2341.77250646,0.0,0.0,0.0,0.0,0.0,0.0,AUSTIN STREET+127 STREET,"(40.6306071, -74.084822)",104081.0,98546.0,48061.0,52192.0,0.0,0.0
169,169,2014,4,8,70 ROAD,150 STREET,153 STREET,2,2,0,05/09/2014,0,,PS 165/VLEIGH PLAYGROUND,B-337312 / 337313,04/21/2014,05/10/2014,0,701.34122754,0.0,1.0,0.0,1.0,1.0,1.0,70 ROAD+153 STREET,"(40.7303848, -73.81555399999999)",104081.0,98546.0,48061.0,52192.0,1.0,1.0
168,168,2014,4,5,65 STREET,68 AVENUE,CATALPA AVENUE,1,0,1,05/09/2014,0,,N/S,B-337310 / 337311,04/21/2014,05/10/2014,0,510.71176036400004,0.0,1.0,0.0,1.0,1.0,1.0,65 STREET+CATALPA AVENUE,"(40.703415, -73.897646)",104081.0,98546.0,48061.0,52192.0,1.0,1.0
167,167,2014,4,11,223 STREET,57 AVENUE,58 AVENUE,1,1,0,05/12/2014,0,,BENJAMIN CARDOZO H.S.,B-337308 / 337309,04/21/2014,05/19/2014,0,415.869738498,0.0,0.0,0.0,0.0,0.0,0.0,223 STREET+58 AVENUE,"(40.7455354, -73.77687279999999)",104213.0,98568.0,48014.0,52202.0,0.0,0.0
166,166,2014,4,7,OAK AVENUE,158 STREET,157 STREET,1,0,1,05/14/2014,0,,N/S,B-337306 / 337307,04/21/2014,05/19/2014,0,257.680496017,0.0,0.0,0.0,0.0,0.0,0.0,OAK AVENUE+157 STREET,"(40.6174848, -74.1145427)",103979.0,98472.0,48068.0,52122.0,0.0,0.0
165,165,2014,4,10,78 STREET,160 AVENUE,159 AVENUE,1,0,1,05/01/2014,0,,N/S,B-337304 / 337305,04/21/2014,05/02/2014,0,786.591241135,0.0,0.0,0.0,0.0,0.0,0.0,78 STREET+159 AVENUE,"(40.716439, -73.80708)",104015.0,98367.0,47921.0,52228.0,0.0,0.0
164,164,2014,4,11,CLOVERDALE BOULEVARD,53 AVENUE,HOXIE DRIVE,2,2,0,05/13/2014,0,,QUEENS COMMUNITY COLLEGE,B-337302 / 337303,04/21/2014,05/21/2014,0,661.99275074,1.0,0.0,2.0,0.0,-1.0,-2.0,CLOVERDALE BOULEVARD+HOXIE DRIVE,"(40.75653880000001, -73.75413)",104196.0,98529.0,47955.0,52154.0,-1.0,-2.0
163,163,2014,4,5,67 STREET,51 ROAD,MAURICE AVENUE,1,1,0,05/05/2014,0,,EMANUEL KAPLAN SCHOOL,B-337180,04/17/2014,05/06/2014,0,317.01686077700003,0.0,0.0,1.0,0.0,0.0,-1.0,67 STREET+MAURICE AVENUE,"(40.73245240000001, -73.90229169999999)",104077.0,98538.0,47814.0,52308.0,0.0,-1.0
162,162,2014,4,4,48 AVENUE,104 STREET,108 STREET,1,1,0,05/06/2014,0,,SAINT LEO SCHOOL,B-337179,04/17/2014,05/10/2014,0,870.306203821,0.0,0.0,2.0,3.0,0.0,0.3333333333333333,48 AVENUE+108 STREET,"(40.69885, -73.7855041)",104168.0,98510.0,47964.0,52219.0,0.0,0.3333333333333333
161,161,2014,4,6,68 AVENUE,110 STREET,108 STREET,1,0,1,05/05/2014,0,,N/S,B-337178,04/17/2014,05/06/2014,0,670.6143212569999,0.0,1.0,0.0,2.0,1.0,1.0,68 AVENUE+108 STREET,"(40.6988562, -73.7854862)",104077.0,98538.0,47814.0,52308.0,1.0,1.0
160,160,2014,4,7,128 STREET,25 AVENUE,23 AVENUE,1,0,1,05/06/2014,0,,N/S,B-337176 / 337177,04/17/2014,05/10/2014,0,757.5416741189999,0.0,2.0,1.0,3.0,1.0,0.6666666666666666,128 STREET+23 AVENUE,"(40.74307, -73.99408919999999)",104168.0,98510.0,47964.0,52219.0,1.0,0.6666666666666666
159,159,2014,4,7,212 STREET,23 AVENUE,18 AVENUE,2,2,0,05/13/2014,0,,PS 169,B-337168 / 337169,04/17/2014,05/19/2014,0,756.779203064,0.0,0.0,2.0,1.0,0.0,-1.0,212 STREET+18 AVENUE,"(40.735288, -73.984751)",104196.0,98529.0,47955.0,52154.0,0.0,-1.0
158,158,2014,4,6,98 STREET,HORACE HARDING EXPRESSWAY SR S,62 DRIVE,1,1,0,05/14/2014,0,,HORACE HARDING SCHOOL,B-337062 / 337063,04/15/2014,05/19/2014,0,702.005549205,1.0,0.0,3.0,1.0,-1.0,-2.0,98 STREET+62 DRIVE,"(40.733153, -73.859733)",103979.0,98472.0,48068.0,52122.0,-1.0,-2.0
157,157,2014,4,9,110 STREET,101 AVENUE,95 AVENUE,2,0,2,05/01/2014,0,,N/S,B-337061,04/15/2014,05/02/2014,0,982.5709912919999,1.0,2.0,1.0,3.0,0.5,0.6666666666666666,110 STREET+95 AVENUE,"(40.6167008, -74.0377819)",104015.0,98367.0,47921.0,52228.0,0.5,0.6666666666666666
155,155,2014,4,11,67 AVENUE,219 STREET,SPRINGFIELD BOULEVARD,1,0,1,05/02/2014,0,,N/S,B-337058 / 337059,04/15/2014,05/06/2014,0,662.421236614,1.0,1.0,2.0,3.0,0.0,0.3333333333333333,67 AVENUE+SPRINGFIELD BOULEVARD,"(40.7073529, -73.7390612)",103888.0,98602.0,48064.0,52135.0,0.0,0.3333333333333334
154,154,2014,4,11,255 STREET,58 AVENUE,60 AVENUE,1,0,1,05/01/2014,0,,N/S,B-337056 / 337057,04/15/2014,05/02/2014,0,650.5483211559999,1.0,0.0,1.0,0.0,-1.0,-1.0,255 STREET+60 AVENUE,"(40.74128899999999, -74.0046969)",104015.0,98367.0,47921.0,52228.0,-1.0,-1.0
153,153,2014,4,2,51 AVENUE,JACOBUS STREET,73 PLACE,1,1,0,05/06/2014,0,,IS 5,B-337054 / 337055,04/15/2014,05/10/2014,0,526.93922114,0.0,0.0,0.0,3.0,0.0,1.0,51 AVENUE+73 PLACE,"(40.7403519, -73.9455728)",104168.0,98510.0,47964.0,52219.0,0.0,1.0
152,152,2014,4,13,222 STREET,131 AVENUE,133 AVENUE,1,0,1,05/12/2014,0,,N/S,B-337050 / 337051,04/15/2014,05/20/2014,0,889.2483061160001,0.0,0.0,0.0,0.0,0.0,0.0,222 STREET+133 AVENUE,"(40.67971199999999, -73.746286)",104213.0,98568.0,48014.0,52202.0,0.0,0.0
151,151,2014,4,11,53 AVENUE,195 STREET,194 STREET,2,0,2,05/02/2014,0,,N/S,B-337048 / 337049,04/15/2014,05/06/2014,0,259.65525598,0.0,0.0,0.0,0.0,0.0,0.0,53 AVENUE+194 STREET,"(40.695033, -73.758636)",103888.0,98602.0,48064.0,52135.0,0.0,0.0
150,150,2014,4,5,51 ROAD,69 STREET,67 STREET,1,1,0,05/05/2014,0,,EMANUEL KAPLAN SCHOOL,B-337045,04/15/2014,05/06/2014,0,512.262994216,2.0,0.0,2.0,0.0,-2.0,-2.0,51 ROAD+67 STREET,"(40.7348341, -73.80218099999999)",104077.0,98538.0,47814.0,52308.0,-2.0,-2.0
149,149,2014,4,1,47 STREET,34 AVENUE,BROADWAY,1,0,1,04/29/2014,0,,N/S,B-337044,04/15/2014,05/02/2014,0,976.56454515,1.0,2.0,2.0,2.0,0.5,0.0,47 STREET+BROADWAY,"(40.760411, -73.98745749999999)",104161.0,98422.0,47931.0,52409.0,0.5,0.0
148,148,2014,4,3,93 STREET,35 AVENUE,34 AVENUE,1,1,0,04/29/2014,0,,PS 280Q,B-337043,04/15/2014,05/06/2014,0,716.0693793219998,1.0,1.0,4.0,3.0,0.0,-0.3333333333333333,93 STREET+34 AVENUE,"(40.7497499, -73.9876417)",104161.0,98422.0,47931.0,52409.0,0.0,-0.3333333333333334
147,147,2014,4,9,80 STREET,PARK LANE SOUTH,JAMAICA AVENUE,3,0,3,10/15/2013,0,,N/S,B-327983,09/25/2013,10/17/2013,0,1351.7908526,3.0,0.0,3.0,3.0,-3.0,0.0,80 STREET+JAMAICA AVENUE,"(40.7134483, -73.7564111)",99465.0,102396.0,49426.0,50199.0,-3.0,0.0
146,146,2014,4,11,45 AVENUE,196 STREET,FRANCIS LEWIS BL.,1,0,1,10/31/2013,0,,N/S,B-327217 / 327218,09/12/2013,11/07/2013,0,776.6934754560001,0.0,0.0,0.0,0.0,0.0,0.0,45 AVENUE+FRANCIS LEWIS BL.,"(40.7289587, -73.7681769)",98422.0,102618.0,49523.0,49843.0,0.0,0.0
145,145,2014,4,9,86 STREET,ATLANTIC AVENUE,95 AVENUE,1,0,1,11/07/2013,0,,N/S,B-327222,09/12/2013,11/08/2013,0,491.502509837,0.0,0.0,0.0,0.0,0.0,0.0,86 STREET+95 AVENUE,"(40.7204403, -73.7297335)",98510.0,102601.0,49951.0,50078.0,0.0,0.0
144,144,2014,4,2,46 STREET,47 AVENUE,48 AVENUE,1,1,0,10/30/2013,0,,IS 125,B-327219,09/12/2013,11/01/2013,0,679.131350882,2.0,0.0,2.0,2.0,-2.0,0.0,46 STREET+48 AVENUE,"(40.7411208, -74.00484709999999)",98440.0,102640.0,49591.0,49954.0,-2.0,0.0
143,143,2014,4,11,248 STREET,THEBES AVENUE,NORTHERN BLVD.,1,0,1,10/31/2013,0,,N/S,B-327213 / 327214,09/12/2013,11/07/2013,0,711.506286867,0.0,0.0,0.0,0.0,0.0,0.0,248 STREET+NORTHERN BLVD.,"(40.6140025, -74.10593659999999)",98422.0,102618.0,49523.0,49843.0,0.0,0.0
142,142,2014,4,7,WATERS EDGE DRIVE,15 ROAD,14 AVENUE,1,0,1,11/06/2013,0,,N/S,B-327220 / 327221,09/12/2013,11/07/2013,0,649.825081027,0.0,0.0,0.0,0.0,0.0,0.0,WATERS EDGE DRIVE+14 AVENUE,"(40.7127837, -74.0059413)",98538.0,102489.0,49895.0,50112.0,0.0,0.0
141,141,2014,4,7,202 STREET,16 AVENUE,17 AVENUE,1,0,1,11/01/2013,0,,N/S,B-327211 / 327212,09/12/2013,11/07/2013,0,647.383894435,0.0,0.0,0.0,0.0,0.0,0.0,202 STREET+17 AVENUE,"(40.7405429, -73.99849859999999)",98267.0,102718.0,49646.0,49781.0,0.0,0.0
140,140,2014,4,14,GRASSMERE TERRACE,BROOKHAVEN AVENUE,AZTEC PLACE,1,1,0,10/11/2013,0,,LUCERTIA MOTT SCHOOL,C-287624,04/03/2012,10/17/2013,0,452.51832124699996,0.0,0.0,0.0,0.0,0.0,0.0,GRASSMERE TERRACE+AZTEC PLACE,"(40.5997539, -73.7604044)",99154.0,102533.0,49551.0,50229.0,0.0,0.0
139,139,2014,4,12,129 AVENUE,172 STREET,174 PLACE,1,0,1,10/09/2013,0,,N/S,B-326936 / 326937,09/06/2013,10/10/2013,0,532.169590386,0.0,0.0,0.0,0.0,0.0,0.0,129 AVENUE+174 PLACE,"(40.7435036, -74.00358430000001)",99197.0,102472.0,49636.0,50302.0,0.0,0.0
138,138,2014,4,8,PARSONS BOULEVARD,JEWEL AVENUE,65 AVENUE,8,0,8,10/18/2013,0,,N/S,B-326928 / 326929,09/06/2013,10/21/2013,0,1702.76354286,1.0,3.0,3.0,5.0,0.6666666666666666,0.4,PARSONS BOULEVARD+65 AVENUE,"(40.7127837, -74.0059413)",99105.0,102560.0,49279.0,50105.0,0.6666666666666666,0.4
137,137,2014,4,13,144 AVENUE,NORTH CONDUIT AV.,SPRINGFIELD BLVD.,1,0,1,10/11/2013,0,,N/S,B-326927,09/06/2013,10/17/2013,0,558.363222107,0.0,0.0,0.0,0.0,0.0,0.0,144 AVENUE+SPRINGFIELD BLVD.,"(40.7073529, -73.7390612)",99154.0,102533.0,49551.0,50229.0,0.0,0.0
136,136,2014,4,2,GRAND CENTRAL PARKWAY SR NORTH,230 STREET,GRAND CENTRAL PARKWAY EXIT WB,1,0,1,11/6/2013,0,,N/S,B-326933,09/06/2013,11/07/2013,0,234.931866725,0.0,0.0,0.0,0.0,0.0,0.0,GRAND CENTRAL PARKWAY SR NORTH+GRAND CENTRAL PARKWAY EXIT WB,"(40.7127837, -74.0059413)",98538.0,102489.0,49895.0,50112.0,0.0,0.0
135,135,2014,4,6,SELFRIDGE STREET,OLCOTT STREET,METROPOLITAN AV.,1,0,1,10/08/2013,0,,N/S,B-326934 / 326935,09/06/2013,10/10/2013,0,558.525471045,0.0,0.0,0.0,0.0,0.0,0.0,SELFRIDGE STREET+METROPOLITAN AV.,"(40.711239, -73.85623199999999)",99242.0,102547.0,49612.0,50314.0,0.0,0.0
134,134,2014,4,7,3 AVENUE,148 STREET,149 STREET,1,0,1,10/31/2013,0,,N/S,B-326931 / 326932,09/06/2013,11/07/2013,0,279.211929769,0.0,0.0,1.0,0.0,0.0,-1.0,3 AVENUE+149 STREET,"(40.7340539, -73.98630539999999)",98422.0,102618.0,49523.0,49843.0,0.0,-1.0
133,133,2014,4,5,MT. OLIVET CRESCENT,ELIOT AVENUE,METROPOLITAN AV.,2,0,2,10/08/2013,0,,N/S,B-326925 / 326926,09/06/2013,10/10/2013,0,1589.8479723,0.0,0.0,0.0,0.0,0.0,0.0,MT. OLIVET CRESCENT+METROPOLITAN AV.,"(40.712543, -73.89497399999999)",99242.0,102547.0,49612.0,50314.0,0.0,0.0
132,132,2014,4,12,161 STREET,89 AVENUE,HILLSIDE AVENUE,1,1,0,03/28/2014,0,,COLIN NEWELL SPECIAL SCHL/WELLINGTON HALL DAY CARE,B-322001 / 322002,05/29/2013,04/07/2014,0,731.1621283689999,2.0,1.0,4.0,2.0,-1.0,-1.0,161 STREET+HILLSIDE AVENUE,"(40.7112499, -73.7917173)",102961.0,99496.0,47473.0,51496.0,-1.0,-1.0
131,131,2014,4,12,116 AVENUE,191 STREET,194 STREET,1,0,1,10/09/2013,0,,N/S,B-322007 / 322008,05/29/2013,10/10/2013,0,660.335778871,1.0,0.0,4.0,1.0,-1.0,-3.0,116 AVENUE+194 STREET,"(40.694527, -73.757398)",99197.0,102472.0,49636.0,50302.0,-1.0,-3.0
130,130,2014,4,12,INWOOD STREET,LINDEN BOULEVARD,111 AVENUE,2,2,0,10/07/2013,0,,HEAVEN ANGELS DAY CARE,B-321982,05/29/2013,10/09/2013,0,807.429084217,1.0,1.0,3.0,2.0,0.0,-0.5,INWOOD STREET+111 AVENUE,"(40.829169, -73.942156)",99237.0,102446.0,49608.0,50568.0,0.0,-0.5000000000000001
129,129,2014,4,11,201 STREET,43 AVENUE,42 AVENUE,1,0,1,03/28/2014,0,,N/S,B-320777 / 320778,05/09/2013,04/07/2014,0,619.623177328,2.0,0.0,6.0,2.0,-2.0,-2.0,201 STREET+42 AVENUE,"(40.7507689, -73.9744099)",102961.0,99496.0,47473.0,51496.0,-2.0,-2.0000000000000004
128,128,2014,4,12,SELOVER ROAD,180 STREET,178 PLACE,1,0,1,07/22/2013,0,,N/S,C-316776 / 316729 / 316713,04/03/2013,07/24/2013,0,542.092496693,0.0,0.0,0.0,0.0,0.0,0.0,SELOVER ROAD+178 PLACE,"(40.7127837, -74.0059413)",100136.0,100353.0,52650.0,49392.0,0.0,0.0
127,127,2014,4,12,147 STREET,116 AVENUE,115 AVENUE,1,0,1,10/09/2013,0,,N/S,B-327216,09/12/2013,10/10/2013,0,680.152471517,0.0,0.0,1.0,1.0,0.0,0.0,147 STREET+115 AVENUE,"(40.683739, -73.794967)",99197.0,102472.0,49636.0,50302.0,0.0,0.0
126,126,2014,1,7,WEST 84th STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,2,2,0,07/11/2013,0,,LOUIS D. BRANDEIS HIGH SCHOOL,B-321998,05/29/2013,07/12/2013,0,900.1027245280002,0.0,0.0,0.0,0.0,0.0,0.0,WEST 84th STREET+COLUMBUS AVENUE,"(40.60100449999999, -74.0915145)",100467.0,99438.0,52286.0,49636.0,0.0,0.0
125,125,2014,1,6,EAST 56th STREET,3rd AVENUE,2nd AVENUE,1,1,0,07/18/2013,0,,HIGH SCHOOL OF DESIGN & ART,B-321997,05/29/2013,07/19/2013,0,709.861899194,0.0,0.0,0.0,0.0,0.0,0.0,EAST 56th STREET+2nd AVENUE,"(40.7643734, -73.96160909999999)",100171.0,99859.0,52400.0,49405.0,0.0,0.0
124,124,2014,1,10,WEST 122nd STREET,7th AVENUE,LENOX AVENUE,1,1,0,07/16/2013,0,,HANS CHRISTIAN ANDERSEN COMPLEX,B-321996,05/29/2013,07/18/2013,0,899.6858354780002,0.0,0.0,0.0,0.0,0.0,0.0,WEST 122nd STREET+LENOX AVENUE,"(40.810025, -73.94392189999999)",100460.0,99713.0,52332.0,49595.0,0.0,0.0
123,123,2014,1,11,EAST 104th STREET,PARK AVENUE,LEXINGTON AVENUE,1,1,0,07/15/2013,0,,PS 72,B-321995,05/29/2013,07/18/2013,0,512.179623921,0.0,0.0,0.0,0.0,0.0,0.0,EAST 104th STREET+LEXINGTON AVENUE,"(40.77332790000001, -73.9600885)",100577.0,99623.0,52286.0,49676.0,0.0,0.0
122,122,2014,1,8,EAST 95th STREET,PARK AVENUE,MADISON AVENUE,1,1,0,07/15/2013,0,,HUNTER COLLEGE CAMPUS SCHOOL,B-321994,05/29/2013,07/18/2013,0,510.12050606599996,0.0,0.0,0.0,0.0,0.0,0.0,EAST 95th STREET+MADISON AVENUE,"(40.8146908, -73.9345503)",100577.0,99623.0,52286.0,49676.0,0.0,0.0
121,121,2014,1,7,WEST 105th STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,2,2,0,07/10/2013,0,,BLOOMINGDALE SCHOOL/PS 145,B-321993,05/29/2013,07/11/2013,0,900.374860471,0.0,0.0,0.0,0.0,0.0,0.0,WEST 105th STREET+AMSTERDAM AVENUE,"(40.8134133, -73.9562303)",100500.0,99299.0,52321.0,49612.0,0.0,0.0
120,120,2014,1,12,JUMEL PLACE,WEST 167th STREET,WEST 168th STREET,1,1,0,07/16/2013,0,,MIRABEL SISTERS SCHOOL,B-321992,05/29/2013,07/18/2013,0,341.541731556,0.0,0.0,0.0,0.0,0.0,0.0,JUMEL PLACE+WEST 168th STREET,"(40.84114, -73.9398625)",100460.0,99713.0,52332.0,49595.0,0.0,0.0
119,119,2014,1,12,OVERLOOK TERRACE,WEST 187th STREET,WEST 184th STREET,2,0,2,07/12/2013,0,,N/S,B-321991 / 321990 / 321989 / 321988,05/29/2013,07/15/2013,0,854.8508316110001,0.0,0.0,0.0,0.0,0.0,0.0,OVERLOOK TERRACE+WEST 184th STREET,"(40.8511061, -73.9324275)",100359.0,99615.0,52281.0,49566.0,0.0,0.0
118,118,2014,1,9,MORNINGSIDE DRIVE,WEST 110th STREET,WEST 113th STREET,2,0,2,10/03/2013,0,,N/S,C-299404 / 299412,07/31/2012,10/07/2013,0,825.555086811,0.0,0.0,0.0,0.0,0.0,0.0,MORNINGSIDE DRIVE+WEST 113th STREET,"(40.8031131, -73.9582361)",99133.0,102526.0,49651.0,50901.0,0.0,0.0
117,117,2014,1,12,LAUREL HILL TERRACE,WEST 182nd STREET,WEST 186th STREET,2,2,0,10/02/2013,0,,YESHIVA UNIVERSITY,C-299258 / 299408,07/31/2012,10/04/2013,0,1133.25183988,0.0,0.0,0.0,0.0,0.0,0.0,LAUREL HILL TERRACE+WEST 186th STREET,"(40.852931, -73.93272259999999)",99163.0,102410.0,49579.0,51025.0,0.0,0.0
108,108,2014,3,2,CLERMONT AVENUE,MYRTLE AVENUE,PARK AVENUE,2,2,0,05/29/2014,0,,PS 46,B-339473 / 339515,05/15/2014,05/31/2014,0,987.932746542,1.0,2.0,3.0,4.0,0.5,0.25,CLERMONT AVENUE+PARK AVENUE,"(40.7903081, -73.94961649999999)",104089.0,98231.0,48569.0,51372.0,0.5,0.25
107,107,2014,3,3,HERKIMER STREET,KINGSTON AVENUE,ALBANY AVENUE,1,0,1,05/29/2014,0,,N/S,B-339443,05/15/2014,05/31/2014,0,769.793213159,0.0,2.0,2.0,3.0,1.0,0.3333333333333333,HERKIMER STREET+ALBANY AVENUE,"(40.6652457, -73.9397949)",104089.0,98231.0,48569.0,51372.0,1.0,0.3333333333333333
106,106,2014,3,2,WAVERLY AVENUE,FULTON STREET,ATLANTIC AVENUE,1,1,0,06/02/2014,0,,NDEAVOR CHARTER SCHOOL,B-339428,05/15/2014,01/00/1900,0,707.550209424,1.0,1.0,2.0,1.0,0.0,-1.0,WAVERLY AVENUE+ATLANTIC AVENUE,"(40.6759852, -73.9039739)",103768.0,98691.0,49261.0,51185.0,0.0,-1.0
105,105,2014,3,4,WOODBINE STREET,EVERGREEN AVENUE,BUSHWICK AVENUE,1,1,0,05/30/2014,0,,PS 299,B-339427,05/15/2014,06/02/2014,0,630.069162532,1.0,1.0,1.0,1.0,0.0,0.0,WOODBINE STREET+BUSHWICK AVENUE,"(40.692626, -73.923672)",104038.0,98473.0,48734.0,51260.0,0.0,0.0
